version,book,chapter,verse,issue_type,verse_text,confidence
telugu_ov,Psalms,17,10,merged_word,కఠినపరచుకొనియున్నారువారి,medium
telugu_ov,Psalms,21,6,merged_word,నుల్లసింపజేసియున్నావు,medium
telugu_ov,Psalms,22,29,merged_word,వర్థిల్లుచున్నవారందరు,medium
telugu_ov,Psalms,31,5,merged_word,చేతికప్పగించుచున్నాను,medium
telugu_ov,Psalms,31,11,merged_word,నిందాస్పదుడనైయున్నాను,medium
telugu_ov,Psalms,37,34,merged_word,స్వతంత్రించుకొనునట్లు,medium
telugu_ov,Psalms,38,15,merged_word,కనిపెట్టుకొనియున్నాను,medium
telugu_ov,Psalms,39,8,merged_word,అతిక్రమములన్నిటినుండి,medium
telugu_ov,Psalms,44,15,merged_word,తీర్చుకొనువారినిబట్టియు,medium
telugu_ov,Psalms,55,3,merged_word,మోపుచున్నారుఆగ్రహముగలవారై,medium
telugu_ov,Psalms,59,9,merged_word,కనిపెట్టుకొనుచున్నాను,medium
telugu_ov,Psalms,62,12,merged_word,ప్రతిఫలమిచ్చుచున్నావు,medium
telugu_ov,Psalms,69,16,merged_word,వాత్సల్యబాహుళ్యతనుబట్టి,medium
telugu_ov,Psalms,73,27,merged_word,వ్యభిచరించువారినందరిని,medium
telugu_ov,Psalms,78,14,merged_word,అగ్నిప్రకాశములోనుండియు,medium
telugu_ov,Psalms,78,32,merged_word,ఆశ్చర్యకార్యములనుబట్టి,medium
telugu_ov,Psalms,82,3,merged_word,తలిదండ్రులులేనివారికిని,medium
telugu_ov,Psalms,86,5,merged_word,మొఱ్ఱపెట్టువారందరియెడల,medium
telugu_ov,Psalms,97,10,merged_word,భక్తిహీనులచేతిలోనుండి,medium
telugu_ov,Psalms,105,2,merged_word,ఆశ్చర్యకార్యములన్నిటిని,medium
telugu_ov,Psalms,105,31,merged_word,ప్రాంతములన్నిటిలోనికి,medium
telugu_ov,Psalms,107,31,merged_word,కార్యములనుబట్టియువారు,medium
telugu_ov,Psalms,108,6,char:latin_in_telugu,నీ ప్రభావము సర్వభూమిమీద కనబడనిమ్ము నీ ప్రియులు విమోచింపబడునట్లుn నీ కుడిచేతితో న,low
telugu_ov,Psalms,110,3,merged_word,పరిశుద్ధాలంకృతులైమంచు,medium
telugu_ov,Psalms,115,12,merged_word,వంశస్థులనాశీర్వదించును,medium
telugu_ov,Psalms,119,101,merged_word,దుష్టమార్గములన్నిటిలో,medium
telugu_ov,Psalms,130,5,merged_word,కనిపెట్టుకొనుచున్నాను,medium
telugu_ov,Psalms,139,21,merged_word,అసహ్యించుకొనుచున్నాను,medium
telugu_ov,Psalms,149,2,merged_word,పుట్టించినవానినిబట్టి,medium
telugu_ov,Psalms,149,2,merged_word,రాజునుబట్టిఆనందించుదురు,medium
telugu_ov,Proverbs,1,28,merged_word,ప్రత్యుత్తరమియ్యకుందును,medium
telugu_ov,Proverbs,4,10,merged_word,దీర్ఘాయుష్మంతుడవగుదువు,medium
telugu_ov,Proverbs,13,8,merged_word,ఐశ్వర్యముప్రాయశ్చిత్తము,medium
telugu_ov,Proverbs,18,13,merged_word,ప్రత్యుత్తరమిచ్చువాడు,medium
telugu_ov,Proverbs,20,9,merged_word,పవిత్రుడనైతిననుకొనదగిన,medium
telugu_ov,Proverbs,23,20,merged_word,హెచ్చుగాతినువారితోనైనను,medium
telugu_ov,Proverbs,24,29,merged_word,ప్రతిఫలమిచ్చెదననుకొనకుము,medium
telugu_ov,Proverbs,28,9,merged_word,ధర్మశాస్త్రమువినబడకుండ,medium
telugu_ov,Proverbs,31,8,merged_word,దిక్కులేనివారికందరికిని,medium
telugu_ov,Ecclesiastes,3,22,merged_word,లేపికొనిపోవువాడెవడును,medium
telugu_ov,Ecclesiastes,12,11,merged_word,అంగీకరింపబడినట్టున్నవి,medium
telugu_ov,Song of Solomon,5,1,merged_word,క్షీరసహితద్రాక్షారసము,medium
telugu_ov,Song of Solomon,7,9,merged_word,శ్రేష్టద్రాక్షారసమువలె,medium
telugu_ov,Song of Solomon,8,10,merged_word,ప్రాకారమువంటిదాననైతిని,medium
telugu_ov,Isaiah,1,23,merged_word,తండ్రిలేనివారిపక్షమున,medium
telugu_ov,Isaiah,2,14,merged_word,ఉన్నతపర్వతములకన్నిటికిని,medium
telugu_ov,Isaiah,8,19,merged_word,కర్ణపిశాచిగలవారియొద్దకును,medium
telugu_ov,Isaiah,9,3,merged_word,విస్తరింపజేయుచున్నావు,medium
telugu_ov,Isaiah,10,2,merged_word,తలిదండ్రులులేనివారిని,medium
telugu_ov,Isaiah,10,8,merged_word,అతడిట్లనుకొనుచున్నాడు,medium
telugu_ov,Isaiah,11,11,merged_word,సముద్రద్వీపములలోనుండియు,medium
telugu_ov,Isaiah,14,19,merged_word,దిగుచున్నవానివలెనున్నావు,medium
telugu_ov,Isaiah,16,8,merged_word,అరణ్యములోనికిప్రాకెను,medium
telugu_ov,Isaiah,17,6,merged_word,మిగిలియుండునట్లుదానిలో,medium
telugu_ov,Isaiah,19,3,merged_word,కర్ణపిశాచిగలవారియొద్దకును,medium
telugu_ov,Isaiah,19,17,merged_word,ఉద్దేశించినదానినిబట్టి,medium
telugu_ov,Isaiah,21,16,merged_word,సెలవిచ్చియున్నాడుకూలి,medium
telugu_ov,Isaiah,22,16,merged_word,తొలిపించుకొనుచున్నాడు,medium
telugu_ov,Isaiah,22,16,merged_word,తొలిపించుకొనుచున్నాడు,medium
telugu_ov,Isaiah,24,4,merged_word,క్షీణించిపోవుచున్నారు,medium
telugu_ov,Isaiah,24,15,merged_word,తూర్పుదిశనున్నవారలారా,medium
telugu_ov,Isaiah,25,6,char:latin_in_telugu,ఈ పర్వతముమీద సైన్యములకధిపతియగు యెహోవా సమస్తజనముల నిమిత్తము క్రొవ్వినవాటితో విందు,low
telugu_ov,Isaiah,26,8,merged_word,కనిపెట్టుకొనుచున్నాము,medium
telugu_ov,Isaiah,33,2,merged_word,రక్షణాధారముగానుఉండుము,medium
telugu_ov,Isaiah,44,13,merged_word,నరసౌందర్యముగలదానిగాను,medium
telugu_ov,Isaiah,45,18,merged_word,నిరాకారముగానుండునట్లు,medium
telugu_ov,Isaiah,49,20,merged_word,సంతానహీనురాలవైనప్పుడు,medium
telugu_ov,Isaiah,53,10,merged_word,అపరాధపరిహారార్థబలిచేయగా,medium
telugu_ov,Isaiah,55,2,merged_word,ప్రాణముసారమైనదానియందు,medium
telugu_ov,Isaiah,57,1,merged_word,తీసికొనిపోబడుచున్నారు,medium
telugu_ov,Isaiah,57,15,merged_word,దీనమనస్సుగలవారియొద్దను,medium
telugu_ov,Isaiah,59,9,merged_word,కనిపెట్టుకొనుచున్నాము,medium
telugu_ov,Isaiah,59,10,merged_word,బ్రతుకుచున్నవారిలోనుండియు,medium
telugu_ov,Isaiah,60,15,merged_word,విసర్జింపబడుటనుబట్టియు,medium
telugu_ov,Isaiah,60,17,merged_word,నీకధికారులుగానునీతిని,medium
telugu_ov,Isaiah,61,7,merged_word,దేశములోరెట్టింపుభాగమునకు,medium
telugu_ov,Isaiah,63,7,merged_word,చేసినవాటన్నిటినిబట్టి,medium
telugu_ov,Isaiah,63,19,merged_word,పెట్టబడనివారివలెనైతివిు,medium
telugu_ov,Isaiah,64,6,merged_word,అపవిత్రులవంటివారమైతివిు,medium
telugu_ov,Isaiah,64,6,merged_word,కొట్టుకొనిపోవునట్లుగా,medium
telugu_ov,Isaiah,64,7,merged_word,ప్రోత్సాహపరచుకొనువాడు,medium
telugu_ov,Isaiah,65,7,merged_word,దూషించినదానినిబట్టియు,medium
telugu_ov,Isaiah,65,9,merged_word,స్వాధీనపరచుకొనువారిని,medium
telugu_ov,Isaiah,65,15,merged_word,నేనేర్పరచుకొనినవారికి,medium
telugu_ov,Isaiah,65,23,merged_word,ఆశీర్వదింపబడినవారగుదురు,medium
telugu_ov,Jeremiah,2,13,merged_word,తొలిపించుకొనియున్నారు,medium
telugu_ov,Jeremiah,3,6,merged_word,సెలవిచ్చెనుద్రోహినియగు,medium
telugu_ov,Jeremiah,3,20,merged_word,విశ్వాసఘాతకురాలగునట్లుగా,medium
telugu_ov,Jeremiah,6,8,merged_word,తొలగింపబడకుండునట్లును,medium
telugu_ov,Jeremiah,6,9,merged_word,చున్నాడుద్రాక్షచెట్టు,medium
telugu_ov,Jeremiah,8,6,merged_word,పశ్చాత్తాపపడువాడొకడును,medium
telugu_ov,Jeremiah,8,15,merged_word,కనిపెట్టుకొనుచున్నాము,medium
telugu_ov,Jeremiah,8,15,merged_word,కనిపెట్టుచున్నాముగాని,medium
telugu_ov,Jeremiah,9,6,merged_word,తెలిసికొననొల్లకున్నారు,medium
telugu_ov,Jeremiah,9,8,merged_word,వంచనాభిప్రాయముంచుకొని,medium
telugu_ov,Jeremiah,19,13,merged_word,పానార్పణములనర్పించుదురో,medium
telugu_ov,Jeremiah,19,15,merged_word,పట్టణములన్నిటిమీదికిని,medium
telugu_ov,Jeremiah,21,2,merged_word,అద్భుతకార్యములన్నిటిని,medium
telugu_ov,Jeremiah,25,3,merged_word,ప్రత్యక్షమగుచువచ్చెను,medium
telugu_ov,Jeremiah,29,14,merged_word,స్థలములన్నిటిలోనుండియు,medium
telugu_ov,Jeremiah,30,13,merged_word,వ్యాజ్యెమాడువాడెవడును,medium
telugu_ov,Jeremiah,35,7,merged_word,దీర్ఘాయుష్మంతులగునట్లు,medium
telugu_ov,Jeremiah,35,17,merged_word,ప్రత్యుత్తరమియ్యకపోయిరి,medium
telugu_ov,Jeremiah,40,1,merged_word,రాజదేహసంరక్షకులకధిపతియైన,medium
telugu_ov,Jeremiah,42,4,merged_word,వారికుత్తరమిచ్చినదేమనగా,medium
telugu_ov,Jeremiah,42,20,merged_word,మోసపుచ్చుకొనుచున్నారు,medium
telugu_ov,Jeremiah,43,6,merged_word,దేహసంరక్షకులకధిపతియగు,medium
telugu_ov,Jeremiah,44,23,merged_word,ధర్మశాస్త్రమునుబట్టియు,medium
telugu_ov,Jeremiah,46,6,merged_word,తప్పించుకొనజాలకున్నారు,medium
telugu_ov,Jeremiah,46,6,merged_word,తొట్రిల్లిపడుచున్నారు,medium
telugu_ov,Jeremiah,48,18,merged_word,దిగిరమ్ముఎండినదేశములో,medium
telugu_ov,Jeremiah,49,35,merged_word,సెలవిచ్చెనుసైన్యములకధిపతి,medium
telugu_ov,Jeremiah,51,20,merged_word,గండ్రగొడ్డలివంటివాడవు,medium
telugu_ov,Jeremiah,51,51,merged_word,పరిశుద్ధస్థలములలోనికి,medium
telugu_ov,Lamentations,1,7,merged_word,విశ్రాంతిదినములనుబట్టి,medium
telugu_ov,Lamentations,1,22,merged_word,అపరాధములన్నిటినిబట్టి,medium
telugu_ov,Lamentations,3,34,merged_word,చెరపట్టబడినవారినందరిని,medium
telugu_ov,Ezekiel,3,14,merged_word,కొట్టుకొనిపోయినప్పుడు,medium
telugu_ov,Ezekiel,4,8,merged_word,ముట్టడివేయబడినట్లుండు,medium
telugu_ov,Ezekiel,7,25,merged_word,విచారించుచున్నారుగాని,medium
telugu_ov,Ezekiel,8,6,merged_word,సెలవిచ్చెనునరపుత్రుడా,medium
telugu_ov,Ezekiel,12,10,merged_word,ఇశ్రాయేలీయులకందరికిని,medium
telugu_ov,Ezekiel,16,43,merged_word,హేయక్రియలన్నిటికంటెను,medium
telugu_ov,Ezekiel,21,11,merged_word,మెరుగుపెట్టువానియొద్ద,medium
telugu_ov,Ezekiel,22,26,merged_word,ప్రతిష్ఠితమైనదానికిని,medium
telugu_ov,Ezekiel,23,13,merged_word,ప్రవర్తించుచున్నారనియు,medium
telugu_ov,Ezekiel,23,23,merged_word,ప్రధానాధికారులనందరిని,medium
telugu_ov,Ezekiel,26,7,merged_word,ఉత్తరదిక్కునుండివచ్చి,medium
telugu_ov,Ezekiel,31,16,merged_word,శ్రేష్ఠవృక్షములన్నియు,medium
telugu_ov,Ezekiel,31,18,merged_word,సున్నతినొందనివారియొద్దను,medium
telugu_ov,Ezekiel,33,29,merged_word,హేయక్రియలన్నిటినిబట్టి,medium
telugu_ov,Ezekiel,43,11,merged_word,చేసినవాటన్నిటినిబట్టి,medium
telugu_ov,Ezekiel,44,5,merged_word,పరిశుద్ధస్థలములోనుండి,medium
telugu_ov,Ezekiel,44,17,merged_word,పరిచర్యచేయునప్పుడెల్ల,medium
telugu_ov,Ezekiel,44,19,merged_word,ప్రతిష్ఠింపకుండునట్లు,medium
telugu_ov,Ezekiel,45,1,merged_word,సరిహద్దులన్నిటిలోగానున్న,medium
telugu_ov,Ezekiel,48,21,merged_word,ప్రతిష్ఠితస్థానమునకును,medium
telugu_ov,Daniel,2,21,merged_word,అనుగ్రహించువాడునైయున్నాడు,medium
telugu_ov,Daniel,3,3,merged_word,ధర్మశాస్త్రవిధాయకులును,medium
telugu_ov,Daniel,6,7,char:latin_in_telugu,"రాజ్యపు ప్రధానులు సేనాధిపతులు అధిపతులు మంత్రులు సంస్థానాధిపతులు అందరును కూడి, రా",low
telugu_ov,Daniel,9,18,merged_word,స్వనీతికార్యములనుబట్టి,medium
telugu_ov,Hosea,2,5,merged_word,వెంటాడుదుననుకొనుచున్నది,medium
telugu_ov,Hosea,2,13,merged_word,వెంటాడియుండుటనుబట్టియు,medium
telugu_ov,Hosea,5,10,merged_word,తీసివేయువారివలెనున్నారు,medium
telugu_ov,Hosea,9,1,merged_word,కళ్లములన్నిటిమీదనున్న,medium
telugu_ov,Joel,1,15,merged_word,సర్వశక్తునియొద్దనుండి,medium
telugu_ov,Joel,2,13,merged_word,అత్యంతకృపగలవాడునైయుండి,medium
telugu_ov,Joel,2,32,merged_word,తప్పించుకొనినవారుందురు,medium
telugu_ov,Amos,3,2,merged_word,దోషక్రియలన్నిటినిబట్టి,medium
telugu_ov,Amos,5,21,merged_word,అసహ్యించుకొనుచున్నాను,medium
telugu_ov,Amos,9,11,merged_word,స్వతంత్రించుకొనునట్లు,medium
telugu_ov,Micah,2,3,merged_word,తప్పించుకొనలేకుండునంతగాను,medium
telugu_ov,Micah,2,11,merged_word,ద్రాక్షారసమునుబట్టియు,medium
telugu_ov,Micah,3,8,merged_word,నింపబడినవాడనైయున్నాను,medium
telugu_ov,Micah,4,4,merged_word,ద్రాక్షచెట్టుక్రిందను,medium
telugu_ov,Nahum,4,1,structural:missing_verse,,high
telugu_ov,Nahum,4,2,structural:missing_verse,,high
telugu_ov,Nahum,4,3,structural:missing_verse,,high
telugu_ov,Habakkuk,1,15,merged_word,చిక్కించుకొనుచున్నాడు,medium
telugu_ov,Habakkuk,2,6,merged_word,యభివృద్ధినొందినవానికి,medium
telugu_ov,Zephaniah,1,11,merged_word,సమకూర్చుకొనినవారందరును,medium
telugu_ov,Zephaniah,3,19,merged_word,హింసపెట్టువారినందరిని,medium
telugu_ov,Malachi,1,6,merged_word,నిర్లక్ష్యపెట్టితిమని,medium
telugu_ov,Malachi,4,4,merged_word,ఇశ్రాయేలీయులందరికొరకై,medium
telugu_ov,Matthew,5,32,merged_word,వ్యభిచారకారణమునుబట్టి,medium
telugu_ov,Matthew,10,5,merged_word,వారికాజ్ఞాపించినదేమనగా,medium
telugu_ov,Matthew,11,12,merged_word,నాక్రమించుకొనుచున్నారు,medium
telugu_ov,Matthew,11,17,merged_word,రొమ్ముకొట్టుకొనరైతిరని,medium
telugu_ov,Matthew,14,2,merged_word,క్రియారూపకములగుచున్నవని,medium
telugu_ov,Matthew,16,13,merged_word,వచ్చిమనుష్యకుమారుడెవడని,medium
telugu_ov,Matthew,16,14,merged_word,చెప్పుకొనుచున్నారనిరి,medium
telugu_ov,Matthew,19,10,merged_word,శిష్యులుభార్యాభర్తలకుండు,medium
telugu_ov,Matthew,23,20,merged_word,ఒట్టుపెట్టుకొనుచున్నాడు,medium
telugu_ov,Matthew,23,21,merged_word,ఒట్టుపెట్టుకొనుచున్నాడు,medium
telugu_ov,Matthew,27,3,merged_word,ప్రధానయాజకులయొద్దకును,medium
telugu_ov,Mark,1,40,merged_word,మోకాళ్లూనినీకిష్టమైతే,medium
telugu_ov,Mark,2,12,merged_word,విభ్రాంతినొందిమనమీలాటి,medium
telugu_ov,Mark,6,14,merged_word,క్రియారూపకములగుచున్నవని,medium
telugu_ov,Mark,7,3,merged_word,పారంపర్యాచారమునుబట్టి,medium
telugu_ov,Mark,7,5,merged_word,పారంపర్యాచారముచొప్పున,medium
telugu_ov,Mark,9,25,merged_word,వానిలోప్రవేశింపవద్దని,medium
telugu_ov,Mark,14,43,merged_word,ప్రధానయాజకులయొద్దనుండియు,medium
telugu_ov,Mark,14,43,merged_word,శాస్త్రులయొద్దనుండియు,medium
telugu_ov,Luke,2,38,merged_word,కనిపెట్టుచున్నవారందరితో,medium
telugu_ov,Luke,3,16,merged_word,బాప్తిస్మమిచ్చుచున్నాను,medium
telugu_ov,Luke,4,40,merged_word,సూర్యుడస్తమించుచుండగా,medium
telugu_ov,Luke,7,30,merged_word,ధర్మశాస్త్రోపదేశకులును,medium
telugu_ov,Luke,9,44,merged_word,అప్పగింపబడబోవుచున్నాడని,medium
telugu_ov,Luke,11,45,merged_word,ధర్మశాస్త్రోపదేశకుడొకడు,medium
telugu_ov,Luke,11,52,merged_word,ధర్మశాస్త్రోపదేశకులారా,medium
telugu_ov,Luke,12,14,merged_word,పంచిపెట్టువానిగానైనను,medium
telugu_ov,Luke,17,4,merged_word,నీవైపుతిరిగిమారుమనస్సు,medium
telugu_ov,Luke,18,29,merged_word,విడిచిపెట్టినవాడెవడును,medium
telugu_ov,Luke,22,9,merged_word,సిద్ధపరచగోరుచున్నావని,medium
telugu_ov,Luke,23,46,merged_word,అప్పగించుకొనుచున్నాననెను,medium
telugu_ov,John,1,25,merged_word,బాప్తిస్మమిచ్చుచున్నావని,medium
telugu_ov,John,1,26,merged_word,బాప్తిస్మమిచ్చుచున్నాను,medium
telugu_ov,John,3,11,merged_word,సాక్ష్యమిచ్చుచున్నాము,medium
telugu_ov,John,3,27,merged_word,అనుగ్రహింపబడితేనేగాని,medium
telugu_ov,John,3,29,merged_word,పెండ్లికుమార్తెగలవాడు,medium
telugu_ov,John,6,15,merged_word,పట్టుకొనబోవుచున్నారని,medium
telugu_ov,John,7,39,merged_word,అనుగ్రహింపబడియుండలేదు,medium
telugu_ov,John,7,45,merged_word,ప్రధానయాజకులయొద్దకును,medium
telugu_ov,John,8,18,merged_word,సాక్ష్యమిచ్చుచున్నాడని,medium
telugu_ov,John,10,1,merged_word,దోచుకొనువాడునైయున్నాడు,medium
telugu_ov,John,17,21,merged_word,విశ్వాసముంచువారందరును,medium
telugu_ov,John,18,24,merged_word,బంధింపబడియున్నట్టుగానే,medium
telugu_ov,Acts,5,28,char:latin_in_telugu,ప్రధానయాజకుడు వారిని చూచిమీరు ఈ నామమునుబట్టి బోధింప కూడdదని మేము మీకు ఖండితముగా ,low
telugu_ov,Acts,5,29,merged_word,అపొస్తలులునుమనుష్యలకు,medium
telugu_ov,Acts,5,34,merged_word,ధర్మశాస్త్రోపదేశకుడునైన,medium
telugu_ov,Acts,6,1,merged_word,విస్తరించుచున్నప్పుడు,medium
telugu_ov,Acts,7,45,merged_word,స్వాధీనపరచుకొన్నప్పుడు,medium
telugu_ov,Acts,8,13,merged_word,నమ్మిబాప్తిస్మముపొంది,medium
telugu_ov,Acts,9,31,merged_word,క్షేమాభివృద్ధినొందుచు,medium
telugu_ov,Acts,10,42,merged_word,దృఢసాక్ష్యమియ్యవలెనని,medium
telugu_ov,Acts,19,2,merged_word,పరిశుద్ధాత్ముడున్నాడన్న,medium
telugu_ov,Acts,19,18,merged_word,తెలియజేసియొప్పుకొనిరి,medium
telugu_ov,Acts,20,23,merged_word,సాక్ష్యమిచ్చుచున్నాడని,medium
telugu_ov,Acts,20,32,merged_word,స్వాస్థ్యమనుగ్రహించుటకును,medium
telugu_ov,Acts,23,6,merged_word,విమర్శింపబడుచున్నానని,medium
telugu_ov,Acts,23,11,merged_word,మియ్యవలసియున్నదనిచెప్పెను,medium
telugu_ov,Acts,24,3,merged_word,దిద్దుబాటవుచున్నవనియు,medium
telugu_ov,Acts,26,3,merged_word,చెప్పుకొనబోవుచున్నందుకు,medium
telugu_ov,Acts,28,23,merged_word,ధర్మశాస్త్రములోనుండియు,medium
telugu_ov,Romans,1,2,merged_word,ప్రత్యేకింపబడినవాడునైన,medium
telugu_ov,Romans,1,30,merged_word,తలిదండ్రులకవిధేయులును,medium
telugu_ov,Romans,2,12,merged_word,ధర్మశాస్త్రానుసారముగా,medium
telugu_ov,Romans,2,14,merged_word,ధర్మశాస్త్రమైనట్టున్నారు,medium
telugu_ov,Romans,3,21,merged_word,సాక్ష్యమిచ్చుచున్నారు,medium
telugu_ov,Romans,4,16,merged_word,ధర్మశాస్త్రముగలవారికి,medium
telugu_ov,Romans,8,1,merged_word,క్రీస్తుయేసునందున్నవారికి,medium
telugu_ov,Romans,8,16,merged_word,సాక్ష్యమిచ్చుచున్నాడు,medium
telugu_ov,Romans,8,22,merged_word,ప్రసవవేదనపడుచునున్నదని,medium
telugu_ov,Romans,8,26,merged_word,విజ్ఞాపనముచేయుచున్నాడు,medium
telugu_ov,Romans,10,12,merged_word,ప్రార్థనచేయువారందరియెడల,medium
telugu_ov,Romans,10,15,merged_word,ప్రకటించువారిపాదములెంతో,medium
telugu_ov,Romans,12,3,merged_word,స్వస్థబుద్ధిగలవాడగుటకై,medium
telugu_ov,Romans,13,11,merged_word,విశ్వాసులమైనప్పటికంటె,medium
telugu_ov,1 Corinthians,1,2,merged_word,ప్రార్థించువారికందరికిని,medium
telugu_ov,1 Corinthians,1,16,merged_word,బాప్తిస్మమిచ్చితినేమో,medium
telugu_ov,1 Corinthians,3,22,merged_word,ప్రస్తుతమందున్నవియైనను,medium
telugu_ov,1 Corinthians,4,18,merged_word,కొందరుప్పొంగుచున్నారు,medium
telugu_ov,1 Corinthians,7,9,merged_word,పెండ్లిచేసికొనవచ్చును,medium
telugu_ov,1 Corinthians,7,11,merged_word,పెండ్లిచేసికొనకుండవలెను,medium
telugu_ov,1 Corinthians,7,34,merged_word,పవిత్రురాండ్రయియుండుటకు,medium
telugu_ov,1 Corinthians,9,13,merged_word,కనిపెట్టుకొనియుండువారు,medium
telugu_ov,1 Corinthians,9,14,merged_word,ప్రభువునియమించియున్నాడు,medium
telugu_ov,1 Corinthians,10,17,merged_word,పాలుపుచ్చుకొనుచున్నాము,medium
telugu_ov,1 Corinthians,11,25,merged_word,త్రాగునప్పుడెల్లనన్ను,medium
telugu_ov,1 Corinthians,15,19,merged_word,నిరీక్షించువారమైనయెడల,medium
telugu_ov,1 Corinthians,16,5,merged_word,వెళ్లనుద్దేశించుచున్నాను,medium
telugu_ov,2 Corinthians,1,3,merged_word,యేసుక్రీస్తుతండ్రియునైన,medium
telugu_ov,2 Corinthians,2,17,merged_word,నిష్కాపట్యముగలవారమును,medium
telugu_ov,2 Corinthians,5,11,merged_word,ప్రత్యక్షపరచబడినవారము,medium
telugu_ov,2 Corinthians,5,11,merged_word,ప్రత్యక్షపరచబడియున్నామని,medium
telugu_ov,2 Corinthians,5,13,merged_word,స్వస్థబుద్ధిగలవారమైతిమా,medium
telugu_ov,2 Corinthians,6,8,merged_word,మెప్పించుకొనుచున్నాము,medium
telugu_ov,2 Corinthians,6,9,merged_word,తెలియబడనివారమైనట్లుండియు,medium
telugu_ov,2 Corinthians,7,15,merged_word,జ్ఞాపకముచేసికొనుచుండగా,medium
telugu_ov,2 Corinthians,8,4,merged_word,సాక్ష్యమిచ్చుచున్నాను,medium
telugu_ov,2 Corinthians,8,7,merged_word,అభివృద్ధిపొందుచున్నారో,medium
telugu_ov,Galatians,2,9,merged_word,సున్నతిపొందినవారికిని,medium
telugu_ov,Galatians,3,1,merged_word,సిలువవేయబడినవాడైనట్టుగా,medium
telugu_ov,Galatians,3,2,merged_word,తెలిసికొనగోరుచున్నాను,medium
telugu_ov,Galatians,3,21,merged_word,నీతిధర్మశాస్త్రమూలముగానే,medium
telugu_ov,Galatians,5,6,merged_word,యేసుక్రీస్తునందుండువారికి,medium
telugu_ov,Galatians,5,6,merged_word,సున్నతిపొందుటయందేమియు,medium
telugu_ov,Galatians,6,15,merged_word,సున్నతిపొందుటయందేమియు,medium
telugu_ov,Ephesians,1,7,merged_word,కృపామహదైశ్వర్యమునుబట్టి,medium
telugu_ov,Ephesians,2,12,merged_word,దేవుడులేనివారునైయుండి,medium
telugu_ov,Ephesians,3,20,merged_word,ఊహించువాటన్నిటికంటెను,medium
telugu_ov,Ephesians,4,11,merged_word,సంపూర్ణపురుషులమగువరకు,medium
telugu_ov,Ephesians,4,17,merged_word,సాక్ష్యమిచ్చుచున్నాను,medium
telugu_ov,Ephesians,4,21,merged_word,ఉపదేశింపబడినవారైనయెడల,medium
telugu_ov,Ephesians,5,5,merged_word,దేవునియొక్కయురాజ్యమునకు,medium
telugu_ov,Ephesians,5,28,merged_word,ప్రేమించుకొనుచున్నాడు,medium
telugu_ov,Philippians,1,9,merged_word,అభివృద్ధిపొందవలెననియు,medium
telugu_ov,Philippians,1,12,merged_word,తెలిసికొనగోరుచున్నాను,medium
telugu_ov,Philippians,1,17,merged_word,నియమింపబడియున్నాననియెరిగి,medium
telugu_ov,Philippians,3,20,merged_word,కనిపెట్టుకొనియున్నాము,medium
telugu_ov,Philippians,4,12,merged_word,సమృద్ధికలిగియుండుటకును,medium
telugu_ov,Colossians,4,13,merged_word,సాక్ష్యమిచ్చుచున్నాను,medium
telugu_ov,1 Thessalonians,4,10,merged_word,వృద్ధినొందుచుండవలెననియు,medium
telugu_ov,2 Thessalonians,1,3,merged_word,అభివృద్ధిపొందుచున్నది,medium
